Name,Brand,Price,Specifications,Description,URL,Images,ScrapedAt
Sony a7C II Mirrorless Camera,N/A,"Rp31,999,000","{""Key Features:"":""33MP Full-Frame Exmor R BSI Sensor | BIONZ XR Image Processor | Shooting Up to 10 fps, ISO 50-204800 | 10-Bit Full-Frame 4K30p Video | S-Log3, S-Gamut3, S-Cinetone, User LUTs | 7 Stops of In-Body Image Stabilization | 759-Point Phase Detection, 94% Coverage | 2.36m-Dot OLED Electronic Viewfinder | 3\"" 1.03m-Dot Vari-Angle LCD Touchscreen | FE 28-60mm f/4-5.6 Lens"",""Body Only"":""Sony a7C II Mirrorless Camera | Sony NP-FZ100 Rechargeable Lithium-Ion Battery (2280mAh) | Sony ALC-B1EM Body Cap for E-Mount Cameras | Shoulder Strap | Accessory Shoe Cap | Limited 1-Year Manufacturer Warranty"",""Kit 28-60mm"":""Sony a7C II Mirrorless Camera | Sony NP-FZ100 Rechargeable Lithium-Ion Battery (2280mAh) | Sony ALC-B1EM Body Cap for E-Mount Cameras | Shoulder Strap | Accessory Shoe Cap | Limited 1-Year Manufacturer Warranty | Sony FE 28-60mm f/4-5.6 Lens | Sony ALC-F405S 40.5mm Front Lens Cap | Sony ALC-R1EM Rear Lens Cap | Limited 1-Year Warranty""}","Building off the sleek profile and full-frame sensor combination of its first-generation predecessor, the black Sony a7C II offers improved resolution, autofocus, in-body image stabilization, and video capabilities in the same compact, all-day, everyday form factor.",https://shop.anekafoto.com/mirrorless/2220-846-a7c-ii-body-only.html#/1-color-black/245-style-body_only,,2026-04-12T15:21:14.138Z
Sony E 24mm f/1.8 ZA Sonnar,N/A,"Rp13,799,000","{""Key Features:"":""E-Mount Lens/APS-C Format | 36mm (35mm Equivalent) | Aperture Range: f/1.8 to f/22 | One ED Element & Two Aspherical Elements | Zeiss T* Anti-Reflective Coating | Linear Autofocus Motor; Internal Focus | Minimum Focus Distance: 6.3\"" | Seven-Blade Circular Diaphragm"",""What’s in the box?"":""1x Sony Sonnar T* E 24mm f/1.8 ZA | 1x Lens Cap | 1x Rear Cap | 1x Lenshood | 1x Kartu Garansi""}","Practically distortion-free and featuring a fast f/1.8 maximum aperture, this Sonnar T* E 24mm f/1.8 ZA Lens from Sony will help APS-C E-mount shooters capture difficult scenes with ease.",https://shop.anekafoto.com/home/3644-sony-e-24mm-f18-za-sonnar.html,,2026-04-12T15:21:15.458Z
Tamron 10-24mm f3.5-4.5 Di II VC HLD,N/A,"Rp8,200,000","{""Key Features:"":""Canon EF-Mount/APS-C Format | 16-38.4mm (35mm Equivalent) | Aperture Range: f/3.5 to f/29 | One XLD Element, One LD Element | Aspherical & Hybrid Aspherical Elements | BBAR and Fluorine Coatings | HLD Autofocus Motor | VC Image Stabilization | Moisture-Resistant Construction | Rounded Seven-Blade Diaphragm""}","A convenient wide-angle zoom, this 10-24mm f/3.5-4.5 Di II VC HLD Lens from Tamron is designed for APS-C-format Canon EF-mount DSLRs, where it provides a 16-38.4mm equivalent focal length range.",https://shop.anekafoto.com/home/4164-1743-tamron-10-24mm-f35-45-di-ii-vc-hld.html#/80-style-canon,,2026-04-12T15:21:16.069Z
Tamron 70-300mm f4-5 DI VC USD,N/A,"Rp5,665,000",{},"The Tamron 70-300mm f/4-5.6 Di VC USD Lens is the telephoto zoom that's a great way to capture the images before you. This is the Tamron Anniversary lens and is the first Tamron optic that incorporates an Ultrasonic Silent Drive (USD) for fast, quiet and precision autofocusing.",https://shop.anekafoto.com/home/4168-tamron-70-300mm-f4-5-di-vc-usd.html,,2026-04-12T15:21:16.966Z
Hollyland Mars T1000 with Hardcase,N/A,"Rp25,760,000","{""Key Features :"":""Size Dimension: 555x460x225mm (21.8\""x18.1\""x8.9\"") | Material: Plastic"",""What's in The Box :"":""1x Mars T1000 Hard-Shell Carry Case""}",Mars T1000 Hard-Shell Carry Case for Mars T1000,https://shop.anekafoto.com/home/1828-hollyland-mars-t1000-hardcase.html,,2026-04-12T15:21:18.687Z
Hollyland Lark M1 Duo Wireless Microphone,N/A,"Rp1,949,000","{""Key Features :"":""HearClear Noise Cancellation | Charge & Store Two-in-One | Easy to Use Plug and Play Design | Tiny & Light Design | Hi-Fi Sound Quality | Stable Connection | 650ft (200m) Transmission (LOS) | Wide Compatibility"",""What's in The Box :"":""1x Charging case | 2x Transmitter | 1x Receiver | 2x Furry windshield | 1x 3.5mm TRS Patch cable | 1x 3.5mm TRS to TRRS Patch cable | 1x USB Cable | 1x Carrying pouch | 1x User Manual | 1x Kartu Garansi Resmi""}",Lark M1 lav microphone comes with a charging case to ensure non-stop battery life all day long. M1 microphone transmitter and receiver have a Type-C interface that supports working while charging at the same time. You no longer have to worry about low battery situations.,https://shop.anekafoto.com/home/1758-1069-hollyland-lark-m1-duo-mint.html#/1-color-black,,2026-04-12T15:21:19.386Z
Colbor CL60 Bi-Color LED Monolight,N/A,"Rp2,350,000","{""Key Features :"":""For Video Production and Vlogging | 20,240 Lux at 3.3' with Reflector | 2700-6500K CCT, CRI 97 | AC or Optional V-Mount / NP-F Batteries | Supports PD Power Bank | Proprietary Wireless, App Control | LCD Display, 10 Special Effects | Weighs 1.2 lb | Bowens Accessory Mount | Modular & Stackable Design"",""Standard Package"":""COLBOR CL60 Bi-Color LED Monolight | Reflector | Standard Adapter | Power Adapter | Light Base | COB Protective Cover | Carrying Bag""}","The ultracompact, lightweight, and portable CL60 Bi-Color LED Monolight from COLBOR features a 2700-6500K COB LED lamp bead with an impressive CRI rating of 97.",https://shop.anekafoto.com/home/2338-552-colbor-cl60-bi-color-led-monolight.html#/160-variant-standard_package,,2026-04-12T15:21:20.309Z
Colbor CL100X Bi-Color LED Video Monolight,N/A,"Rp2,999,000","{""Key Features :"":""For Video Production and Vlogging | 25,645 Lux at 3.3' (6500K) | 2700-6500K CCT, CRI: 97+ | AC or Optional V-Mount / NP-F Batteries | Proprietary Wireless, App Control | LCD Display for Easy Operation | 13 Special Effects | Bowens Accessory Mount | Weighs 2.1 lb | Modular and Stackable Design"",""Standard Package"":""COLBOR CL100X Bi-Color LED Video Monolight | Reflector | Bowens Mount Adapter | Power Adapter | Stand Holder | COB Protective Cover | Carrying Bag""}","The ultracompact, lightweight, and portable CL100X Bi-Color LED Video Monolight from COLBOR features an expansive 2700-6500K CCT color range with a high CRI rating of 97+ for advanced accuracy in color rendering.",https://shop.anekafoto.com/home/2340-556-colbor-cl100x-bi-color-led-video-monolight.html#/160-variant-standard_package,,2026-04-12T15:21:21.117Z
7artisans Photoelectric 85mm f/1.8 AF for Sony,N/A,"Rp4,299,000","{""Key Features:"":""Full-Frame | f/1.8 to f/16 | Fast-Aperture Portrait Lens | Sharp Subject/Attractive Background Blur | 1 x Customizable Function Button | 2 x Aspherical Lens Elements | Silent, Precise STM Focus Motor | Multilayer Coatings with 11-Blade Iris | Works for Still and Video Capture | Compact, Lightweight Design | USB-C Port for Firmware Upgrades | Filter Size: 62mm"",""What’s in the box?"":""1x 7Artisans AF 85mm f1.8 for Sony | 1x Lens Cap | 1x Rear Cap | 1x Lens Hood | 1x USB-C Cable | 1x Manual Book""}",N/A,https://shop.anekafoto.com/home/3942-7artisans-photoelectric-85mm-f18-af-lens.html,,2026-04-12T15:22:55.951Z
7artisans Photoelectric 50mm f/1.8 AF Lens For Sony E,N/A,"Rp2,959,000","{""Key Features"":""Full-Frame | f/1.8 to f/16 | Fast Aperture Everyday Prime | STM Stepping Motor | Two Aspherical Lens Elements | Multlayer Coatings | 11-Blade Diaphragm | AF/MF Mode Switch | USB Port for Firmware Upgrades"",""What’s In The Box"":""7artisans Photoelectric 50mm f/1.8 AF Lens (Sony E) | Front Lens Cap | Rear Lens Cap | Lens Hood | USB-C Cable""}","A convenient everyday prime lens designed for Sony E-mount full-frame mirrorless cameras, the 50mm f/1.8 AF Lens from 7artisans Photoelectric is ideal for capturing everything from portraits to landscapes at a standard focal length.",https://shop.anekafoto.com/home/4103-7artisans-photoelectric-50mm-f18-af-lens-for-sony-e.html,,2026-04-12T15:22:56.779Z
7artisans Photoelectric 25mm f/1.8 Lens,N/A,"Rp1,025,000","{""Key Features:"":""37.5mm (35mm Equivalent) | Aperture Range: f/1.8 to f/16 | Multi-Layer Coating | Manual Focus Design | Minimum Focus Distance: 7.1\"" | Rounded 12-Blade Diaphragm"",""What’s in the box?"":""1x 7artisans Photoelectric 25mm f/1.8 Lens | 1x Front Lens Cap | 1x Rear Lens Cap | 1x Manual Book | 1x Kartu Garansi Resmi""}",N/A,https://shop.anekafoto.com/home/3948-1543-7artisans-photoelectric-25mm-f18-lens-.html#/78-style-sony,,2026-04-12T15:22:58.053Z
7artisans Lens Photoelectric AF 85mm f/1.8,N/A,"Rp4,379,000","{""Key Features"":""Full-Frame | f/1.8 to f/16 | Fast-Aperture Portrait Lens | Sharp Subject/Attractive Background Blur | 1 x Customizable Function Button | 2 x Aspherical Lens Elements | Silent, Precise STM Focus Motor | Multilayer Coatings with 11-Blade Iris | Works for Still and Video Capture | Compact, Lightweight Design | USB-C Port for Firmware Upgrades"",""What’s In The Box"":""7artisans Photoelectric 85mm f/1.8 AF Lens (Sony E) | Front Lens Cap | Rear Lens Cap | Lens Hood | USB-C Cable""}","Compact and lightweight, the Sony E-mount 85mm f/1.8 AF Lens from 7artisans Photoelectric is a compact, lightweight prime designed for use with full-frame mirrorless or DSLR cameras.",https://shop.anekafoto.com/home/4104-1689-7artisans-lens-photoelectric-af-85mm-f18-.html#/180-style-nikon_z,,2026-04-12T15:22:59.288Z
7artisans Lens 9mm f/5.6 Full Frame Photoelectric (Almost O Distortion),N/A,"Rp7,999,000","{""Key Features"":""Panjang Fokus 9mm | Bukaan Maksimum f/5.6 | Cakupan Format Lensa Full-Frame | Tipe Fokus Fokus Manual | Stabilisasi Gambar No | Ukuran Filter No | Bukaan Maksimum f/5.6 | Bukaan Minimum f/22 | Cakupan Format Lensa Full-Frame | Sudut Pandang 132° | Jarak Fokus Minimum 7,9\"" / 20 cm | Desain Optik 16 Elemen dalam 11 Grup | Bilah Diafragma 5 | Dimensi (ø x L) 2,8 x 3,4\"" / 70 x 86 mm | Berat 16,3 ons / 463 g""}","Offering a dynamic ultra-wide perspective, this full-frame 9mm f/5.6 Lens from 7artisans Photoelectric provides a uniquely wide angle of view cameras that is well-suited for interior, architecture, nature, and landscape subjects.",https://shop.anekafoto.com/home/4173-1750-7artisans-lens-9mm-f56-full-frame-photoelectric-almost-o-distortion.html#/78-style-sony,,2026-04-12T15:23:00.898Z
7artisans Lens 27mm f/2.8,N/A,"Rp2,099,000","{""Key Features"":""APS-C | f/2.8 to f/16 | 40.5mm (35mm Equivalent) | STM Stepping AF Motor | Supports Eye Recognition Focus | Minimum Focusing Distance: 1' | 6-Blade Diaphragm | 52mm Filter Thread | Firmware Updates via USB-C | APS-C | f/2.8 to f/16 | 40.5mm (Full-Frame Equivalent) | Manual and Autofocus Modes | De-Clicked Aperture | Minimum Focus Distance: 11.8\"" | 6-Blade Iris | Upgraded USB Port | Metal Construction"",""What’s In The Box"":""7artisans 27mm f/2.8 AF Lens (Sony E) | Front Lens Cap | Rear Lens Cap | USB-C Cable | 7artisans 27mm f/2.8 AF Lens (Nikon Z, Black) | Front Lens Cap | Rear Lens Cap""}","Compact and versatile, the black Nikon Z-mount 27mm f/2.8 AF Lens from 7artisans Photoelectric provides both manual and autofocus modes for your APS-C capture

A bright prime with a versatile focal length, the 27mm f/2.8 AF Lens from 7artisans Photoelectric sports a lightweight metal build and is designed for Sony E-mount camera systems.",https://shop.anekafoto.com/home/4095-1657-7artisans-lens-27mm-f28-.html#/180-style-nikon_z,,2026-04-12T15:23:02.314Z
7artisans 50mm f/1.8 AF Lens,N/A,"Rp2,899,000","{""Key Features:"":""For Sony E Mount | Full-Frame | f/1.8 to f/16 | Fast Aperture Everyday Prime | STM Stepping Motor | Two Aspherical Lens Elements | Multlayer Coatings | 11-Blade Diaphragm | AF/MF Mode Switch | USB Port for Firmware Upgrades | Filter Size : 62mm"",""What’s in the box?"":""1x 7Artisans AF 50mm f1.8 Lens | 1x Front Lens Cap | 1x Rear Lens Cap | 1x Lens Hood | 1x Type C Cable | 1x User Manual""}",N/A,https://shop.anekafoto.com/home/3945-1540-7artisans-50mm-f18-af-lens-for-sony.html#/180-style-nikon_z,,2026-04-12T15:23:02.919Z
7Artisans 50mm f/1.8 AF Lens,N/A,"Rp2,999,000","{""Key Features:"":""Full-Frame | f/1.8 to f/16 | Fast Aperture Everyday Prime | STM Stepping Motor | Two Aspherical Lens Elements | Multlayer Coatings | 11-Blade Diaphragm | AF/MF Mode Switch | USB Port for Firmware Upgrades""}","A convenient everyday prime lens designed for Nikon Z-mount full-frame mirrorless cameras, the 50mm f/1.8 AF Lens from 7artisans Photoelectric is ideal for capturing everything from portraits to landscapes at a standard focal length.",https://shop.anekafoto.com/home/4314-1912-7artisans-50mm-f18-af-lens.html#/174-style-leica_m,,2026-04-12T15:23:03.903Z
Accsoon Toprig Slider S40 Video Slider,N/A,"Rp5,250,000",{},"Professional-Grade Precision: These sliders are designed for mirrorless cameras and smaller cinema cameras, offering a maximum load capacity of 4kg when moving horizontally and 2.5kg vertically.",https://shop.anekafoto.com/home/3166-accsoon-toprig-slider-s40-video-slider.html,,2026-04-12T15:23:04.467Z
Accsoon Soft Case For CineView Quad/HE/SE,N/A,"Rp220,000",{},Accsoon Soft Case For CineView Quad/HE/SE.,https://shop.anekafoto.com/home/3175-accsoon-soft-case-for-cineview-quad-he-se.html,,2026-04-12T15:23:05.755Z
Accsoon SeeMo Pro SDI/HDMI to USB-C Video Capture Adapter for iPhone / iPad,N/A,"Rp6,199,000",{},"There's no need to purchase a separate monitor when using your camera, if you already own an iPhone or iPad, since the SeeMo Pro SDI/HDMI to USB-C Video Capture Adapter from Accsoon provides that link for you.",https://shop.anekafoto.com/home/3168-accsoon-seemo-pro-sdi-hdmi-to-usb-c-video-capture-adapter-for-iphone-ipad.html,,2026-04-12T15:23:07.015Z
Accsoon SeeMo iOS/HDMI Smartphone Adapter,N/A,"Rp2,940,000","{""Key Features:"":""Use Your iPhone as a Camera Monitor | Powered by an Optional Sony NP-F Battery | Record H.264/30p Video to Your iPhone | Live Stream Full HD Footage at 60 fps | Top Cold Shoe for Optional Accessory | 5V/2A USB-C Output to Phone or Accessory | HDMI Input from Camera | USB-C & USB-C/Lightning Cables | Bottom 1/4\""-20 Connection | 1/4\""-20 to Cold Shoe Adapter""}","Why strain your eyes, relying on a tiny camera display to compose your shot, when you can use this black SeeMo iOS/HDMI Smartphone Adapter from Accsoon.",https://shop.anekafoto.com/home/3791-1414-accsoon-seemo-ioshdmi-smartphone-adapter.html#/1-color-black,,2026-04-12T15:23:07.512Z
Accsoon SeeMo 4K HDMI Smartphone Adapter,N/A,"Rp2,999,000","{""Key Features:"":""Use Your iPhone as a Camera Monitor | SEE App Provides Monitoring Tools | Livestream in 4K | Instant Social Sharing via iPhone | Powered by Optional Sony NP-F Battery | Doubles as an iPhone Charger | SD Card Reader for Fast File Transfers | Cold Shoe with USB-C Power Output | 90° Tilt with Cold Shoe Adapter | USB-C Video Output""}",Mobile content creators can save money and enjoy more flexibility when pairing this Accsoon SeeMo 4K HDMI Smartphone Adapter with their existing iPhone.,https://shop.anekafoto.com/home/3790-accsoon-seemo-4k-hdmi-smartphone-adapter.html,,2026-04-12T15:23:10.214Z
Accsoon NP-FW50 Battery Kit For FC-01 FHSS Wireless Follow Focus,N/A,"Rp500,000",{},N/A,https://shop.anekafoto.com/home/3176-accsoon-np-fw50-battery-kit-for-fc-01-fhss-wireless-follow-focus.html,,2026-04-12T15:23:10.798Z
Accsoon Multi-Directional Cold Shoe Adapter AA-01,N/A,"Rp305,000",{},"The Accsoon Multi-Directional Cold Shoe Adapter attaches to your camera, cage or rig via a shoe adapter. Supporting a CineEye receiver or an onboard monitor weighing up to 2kg, this mount tilts 170°, enabling you to position your monitor at the best viewing angle.",https://shop.anekafoto.com/home/3178-accsoon-multi-directional-cold-shoe-adapter-aa-01.html,,2026-04-12T15:23:12.017Z
Accsoon Mounting Adapter for Monitor ACC03,N/A,"Rp700,000",{},"The ACC03 is designed to allow a CineView or CineEye RX or TX unit to mount to various monitors, cages and cameras in different ways. It is especially suitable where the user is building a directors monitor setup with both monitor and RX unit powered from a separate battery.",https://shop.anekafoto.com/home/3177-accsoon-mounting-adapter-for-monitor-acc03.html,,2026-04-12T15:23:12.392Z
Ailite Dry Cabinet Wooden GPG-60L,N/A,"Rp3,890,000","{""Key Features :"":""Material: 1mm thick corrugated iron | Weight: 16.6kg | Humidity range: 45% - 55% | Humidity range: 25% – 35% | Capacity 60 liters | Internal dimensions: 42x37x48(height) cm | Power source 100v-220v -50hz""}","Wooden proof cabinet, the exterior is electrostatically painted in a beautiful, luxurious and sophisticated wood grain color,LED logo display screen.",https://shop.anekafoto.com/home/2270-ailite-dry-cabinet-wooden-gpg-60la.html,,2026-04-12T15:23:13.584Z
Ailite Dry Cabinet Wooden GPG-160L,N/A,"Rp6,710,000","{""Key Features :"":""INSIDE : 45 x 40 x 150 CM | CAPACITY : 160 Liters | MODEL : GPG-160L | POWER : 24W | DRAWERS : 4 Drawers | HUMIDITY CONTROL RANGE : RH25~65% Semi-Conductor Dehumidifier | POWER SOURCE : 100v-220v -50hz""}","AILITE Dry Cabinet is a special tool or cabinet box that can be used as a storage medium for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more.",https://shop.anekafoto.com/home/2271-ailite-dry-cabinet-wooden-gpg-160la.html,,2026-04-12T15:23:14.565Z
Ailite Dry Cabinet See Through GPG-90LA,N/A,"Rp4,000,000","{""Key Features :"":""Kapasitas 1000 Liter | Size Dalam W118 x D56 x H172 cm | Nett Weight 96 Kg | Gross Weight 102 Kg | Berfungsi menyimpan kamera dan lensa atau produk lainnya | Dapat melindungi dari debu, jamur dan kelembaban | Layar LCD definisi tinggi Digital | Lampu LED | Tombol pengaturan sentuh | Hemat energi | Baki yang bisa dilepas | Rentang Kontrol Kelembaban 25% RH-65% RH""}","AILITE GPG-90LA Dry Cabinet See Through is a special tool or box that can be used for storage media for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more.",https://shop.anekafoto.com/home/2269-ailite-dry-cabinet-see-through-gpg-90la.html,,2026-04-12T15:23:16.980Z
Ailite Dry Cabinet See Through GPG-60LA,N/A,"Rp3,530,000","{""Key Features :"":""Capacity 60 liters | Internal dimensions: 42x37x48(height) cm | Power source 100v-220v -50hz | LED logo display screen | Material: 1mm thick corrugated iron | The exterior is electrostatically painted in a beautiful, luxurious and sophisticated wood grain color | There is a sliding tray | There is 01 electronic lock | Bearing glass | there is a running wheel | Weight: 16.6kg | LED logo display screen""}","AILITE GPG-60LA Dry Cabinet See Through is a special tool or box that can be used for storage media for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more. This Dry Cabinet has a fairly compact dimension size so that it does not take up space in the room and this device or container can be used continuously to maintain humidity so that valuables such as your photography equipment can be safe from mold or other damage.",https://shop.anekafoto.com/home/2268-ailite-dry-cabinet-see-through-gpg-60la.html,,2026-04-12T15:23:17.717Z
Ailite Dry Cabinet GP5-40L,N/A,"Rp1,745,000 Rp2,095,000","{""Key Features :"":""Dimensions (length x width x height in mm) : | Inner: 315x275x450mm | Outer: 340x300x480mm | Capacity: 40 liters | Power: 5w | Drawers: 3 lac""}","AILITE Dry Cabinet is a special tool or cabinet box that can be used as a storage medium for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more.",https://shop.anekafoto.com/home/2257-ailite-dry-cabinet-gp5-40l.html,,2026-04-12T15:23:17.811Z
Ailite Dry Cabinet GP5-70L,N/A,"Rp2,590,000","{""Key Features :"":""Dimensions (length x width x height in mm) | Inside: 400x340x830mm | Outside: 425x370x880mm | Capacity: 70 Liters POWER: 5W | Drawers: 4 Drawers | Humidity range: RH25~65% Semi-Conductor Dehumidifier | LED Display Humidity Hygrometer & Control Panel""}","Ailite Dry Cabinet GP5-70L is used to store electronic tools/equipment such as cameras/other electronics when not in use, to keep them safe from the threat of moisture or heat that can cause mold or fogging on the camera lens or sensor.",https://shop.anekafoto.com/home/2260-ailite-dry-cabinet-gp5-70l.html,,2026-04-12T15:23:18.666Z
Ailite Dry Cabinet GP5-35L,N/A,"Rp1,420,000 Rp1,450,000","{""Key Features :"":""INSIDE: 285x280x430mm | OUTSIDE: 310x310x480mm | CAPACITY: 35 Liters | POWER: 5W | DRAWERS: 3 Drawers | HUMIDITY CONTROL RANGE: RH25~65% Semi-Conductor Dehumidifier | TOUCHSCREEN DISPLAY HUMIDITY HYGROMETER & CONTROL PANEL""}","AILITE Dry Cabinet is a special tool or cabinet box that can be used as a storage medium for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more.",https://shop.anekafoto.com/home/2261-ailite-dry-cabinet-gp5-35l.html,,2026-04-12T15:23:19.282Z
Ailite Dry Cabinet GP5-15L,N/A,"Rp1,025,000","{""Key Features:"":""Weight : 3500 g | Dimensions : 29 × 28 × 29 cm""}","AILITE Dry Cabinet is a special tool or cabinet box that can be used for storage media for your photography equipment such as camera bodies, lenses, batteries, filters, vertical grips, flashes and many more.",https://shop.anekafoto.com/home/2259-ailite-dry-cabinet-gp5-15l.html,,2026-04-12T15:23:20.736Z
Amaran T4C RGB LED Tube Light,N/A,"Rp4,850,000","{""Key Features:"":""For Photo & Video Enthusiasts | Output: 744 Lux at 3.3' (5600K) | 2500-7500K CCT; RGB Mode | Onboard, DMX & App Control | CRI 95 | TLCI 98 | CQS 96 | 46 Preset Color Gels, 15 Built-In FX | Swappable & Rechargeable Battery Handle | NATO Rail, 1/4\""-20 & 3/8\""-16 Mounting | Works with Optional USB-C to DMX Cable | Includes AC Adapter, Battery Grip & Bag"",""What’s in the box?"":""amaran T4C RGB LED Tube Light (4') | Tube Battery Grip | AC Power Supply | AC Power Cable | 3/8\""-16 Eyebolt | Carry Case | Limited 1-Year Warranty, 2-Year Extension with Registration | Limited 1-Year Manufacturer Warranty | Registration Extension: 1-Year""}","This T4C RGB LED Tube Light from amaran is an innovative 4' tube featuring RGBWW output, an adjustable 2500-7500K color temperature, and creative color control for a range of looks and lighting effects.",https://shop.anekafoto.com/home/3456-amaran-t4c-rgb-led-tube-light.html,,2026-04-12T15:23:22.446Z
